hour,heating_c,cooling_c,reason
1518,16.7,29.4,verified autonomous action
1519,16.7,29.4,verified autonomous action
1520,16.7,29.4,verified autonomous action
1521,16.7,29.4,verified autonomous action
1522,16.7,29.4,verified autonomous action
1523,16.7,29.4,verified autonomous action
1524,22.0,24.0,verified autonomous action
1525,22.0,24.0,verified autonomous action
1526,22.0,24.0,verified autonomous action
1527,22.0,24.0,verified autonomous action
1528,22.0,24.0,verified autonomous action
1529,22.0,24.0,verified autonomous action
1530,22.0,24.0,verified autonomous action
1531,22.0,24.0,verified autonomous action
1532,22.0,24.0,verified autonomous action
1533,22.0,24.0,verified autonomous action
1534,22.0,24.0,verified autonomous action
1535,22.0,24.0,verified autonomous action
1536,22.0,24.0,verified autonomous action
1537,22.0,24.0,verified autonomous action
1538,16.7,29.4,verified autonomous action
1539,16.7,29.4,verified autonomous action
1540,16.7,29.4,verified autonomous action
1541,16.7,29.4,verified autonomous action
1542,16.7,29.4,verified autonomous action
1543,16.7,29.4,verified autonomous action
1544,16.7,29.4,verified autonomous action
1545,16.7,29.4,verified autonomous action
1546,16.7,29.4,verified autonomous action
1547,16.7,29.4,verified autonomous action
1548,22.0,24.0,verified autonomous action
1549,22.0,24.0,verified autonomous action
1550,22.0,24.0,verified autonomous action
1551,22.0,24.0,verified autonomous action
1552,22.0,24.0,verified autonomous action
1553,22.0,24.0,verified autonomous action
1554,22.0,24.0,verified autonomous action
1555,22.0,24.0,verified autonomous action
1556,22.0,24.0,verified autonomous action
1557,22.0,24.0,verified autonomous action
1558,22.0,24.0,verified autonomous action
1559,22.0,24.0,verified autonomous action
1560,22.0,24.0,verified autonomous action
1561,22.0,24.0,verified autonomous action
1562,16.7,29.4,verified autonomous action
1563,16.7,29.4,verified autonomous action
1564,16.7,29.4,verified autonomous action
1565,16.7,29.4,verified autonomous action
1566,16.7,29.4,verified autonomous action
1567,16.7,29.4,verified autonomous action
1568,16.7,29.4,verified autonomous action
1569,16.7,29.4,verified autonomous action
1570,16.7,29.4,verified autonomous action
1571,16.7,29.4,verified autonomous action
1572,16.7,29.4,verified autonomous action
1573,16.7,29.4,verified autonomous action
1574,16.7,29.4,verified autonomous action
1575,16.7,29.4,verified autonomous action
1576,16.7,29.4,verified autonomous action
1577,16.7,29.4,verified autonomous action
1578,16.7,29.4,verified autonomous action
1579,16.7,29.4,verified autonomous action
1580,16.7,29.4,verified autonomous action
1581,16.7,29.4,verified autonomous action
1582,16.7,29.4,verified autonomous action
1583,16.7,29.4,verified autonomous action
1584,16.7,29.4,verified autonomous action
1585,16.7,29.4,verified autonomous action
1586,16.7,29.4,verified autonomous action
1587,16.7,29.4,verified autonomous action
1588,16.7,29.4,verified autonomous action
1589,16.7,29.4,verified autonomous action
1590,16.7,29.4,verified autonomous action
1591,16.7,29.4,verified autonomous action
1592,16.7,29.4,verified autonomous action
1593,16.7,29.4,verified autonomous action
1594,16.7,29.4,verified autonomous action
1595,16.7,29.4,verified autonomous action
1596,16.7,29.4,verified autonomous action
1597,16.7,29.4,verified autonomous action
1598,16.7,29.4,verified autonomous action
1599,16.7,29.4,verified autonomous action
1600,16.7,29.4,verified autonomous action
1601,16.7,29.4,verified autonomous action
1602,16.7,29.4,verified autonomous action
1603,16.7,29.4,verified autonomous action
1604,16.7,29.4,verified autonomous action
1605,16.7,29.4,verified autonomous action
1606,16.7,29.4,verified autonomous action
1607,16.7,29.4,verified autonomous action
1608,16.7,29.4,verified autonomous action
1609,16.7,29.4,verified autonomous action
1610,16.7,29.4,verified autonomous action
1611,16.7,29.4,verified autonomous action
1612,16.7,29.4,verified autonomous action
1613,16.7,29.4,verified autonomous action
1614,16.7,29.4,verified autonomous action
1615,16.7,29.4,verified autonomous action
1616,16.7,29.4,verified autonomous action
1617,16.7,29.4,verified autonomous action
1618,16.7,29.4,verified autonomous action
1619,16.7,29.4,verified autonomous action
1620,22.0,24.0,verified autonomous action
1621,22.0,24.0,verified autonomous action
1622,22.0,24.0,verified autonomous action
1623,22.0,24.0,verified autonomous action
1624,22.0,24.0,verified autonomous action
1625,22.0,24.0,verified autonomous action
1626,22.0,24.0,verified autonomous action
1627,22.0,24.0,verified autonomous action
1628,22.0,24.0,verified autonomous action
1629,22.0,24.0,verified autonomous action
1630,22.0,24.0,verified autonomous action
1631,22.0,24.0,verified autonomous action
1632,22.0,24.0,verified autonomous action
1633,22.0,24.0,verified autonomous action
1634,16.7,29.4,verified autonomous action
1635,16.7,29.4,verified autonomous action
1636,16.7,29.4,verified autonomous action
1637,16.7,29.4,verified autonomous action
1638,16.7,29.4,verified autonomous action
1639,16.7,29.4,verified autonomous action
1640,16.7,29.4,verified autonomous action
1641,16.7,29.4,verified autonomous action
1642,16.7,29.4,verified autonomous action
1643,16.7,29.4,verified autonomous action
1644,16.7,29.4,verified autonomous action
1645,22.0,24.0,verified autonomous action
1646,22.0,24.0,verified autonomous action
1647,22.0,24.0,verified autonomous action
1648,22.0,24.0,verified autonomous action
1649,22.0,24.0,verified autonomous action
1650,22.0,24.0,verified autonomous action
1651,22.0,24.0,verified autonomous action
1652,22.0,24.0,verified autonomous action
1653,22.0,24.0,verified autonomous action
1654,22.0,24.0,verified autonomous action
1655,22.0,24.0,verified autonomous action
1656,22.0,24.0,verified autonomous action
1657,22.0,24.0,verified autonomous action
1658,22.0,24.0,verified autonomous action
1659,16.7,29.4,verified autonomous action
1660,16.7,29.4,verified autonomous action
1661,16.7,29.4,verified autonomous action
1662,16.7,29.4,verified autonomous action
1663,16.7,29.4,verified autonomous action
1664,16.7,29.4,verified autonomous action
1665,16.7,29.4,verified autonomous action
1666,16.7,29.4,verified autonomous action
1667,16.7,29.4,verified autonomous action
1668,16.7,29.4,verified autonomous action
1669,22.0,24.0,verified autonomous action
1670,22.0,24.0,verified autonomous action
1671,22.0,24.0,verified autonomous action
1672,22.0,24.0,verified autonomous action
1673,22.0,24.0,verified autonomous action
1674,22.0,24.0,verified autonomous action
1675,22.0,24.0,verified autonomous action
1676,22.0,24.0,verified autonomous action
1677,22.0,24.0,verified autonomous action
1678,22.0,24.0,verified autonomous action
1679,22.0,24.0,verified autonomous action
1680,22.0,24.0,verified autonomous action
1681,22.0,24.0,verified autonomous action
1682,22.0,24.0,verified autonomous action
1683,16.7,29.4,verified autonomous action
1684,16.7,29.4,verified autonomous action
1685,16.7,29.4,verified autonomous action
1686,16.7,29.4,verified autonomous action
1687,16.7,29.4,verified autonomous action
1688,16.7,29.4,verified autonomous action
1689,16.7,29.4,verified autonomous action
1690,16.7,29.4,verified autonomous action
1691,16.7,29.4,verified autonomous action
1692,16.7,29.4,verified autonomous action
1693,22.0,24.0,verified autonomous action
1694,22.0,24.0,verified autonomous action
1695,22.0,24.0,verified autonomous action
1696,22.0,24.0,verified autonomous action
1697,22.0,24.0,verified autonomous action
1698,22.0,24.0,verified autonomous action
1699,22.0,24.0,verified autonomous action
1700,22.0,24.0,verified autonomous action
1701,22.0,24.0,verified autonomous action
1702,22.0,24.0,verified autonomous action
1703,22.0,24.0,verified autonomous action
1704,22.0,24.0,verified autonomous action
1705,22.0,24.0,verified autonomous action
1706,22.0,24.0,verified autonomous action
1707,16.7,29.4,verified autonomous action
1708,16.7,29.4,verified autonomous action
1709,16.7,29.4,verified autonomous action
1710,16.7,29.4,verified autonomous action
1711,16.7,29.4,verified autonomous action
1712,16.7,29.4,verified autonomous action
1713,16.7,29.4,verified autonomous action
1714,16.7,29.4,verified autonomous action
1715,16.7,29.4,verified autonomous action
1716,16.7,29.4,verified autonomous action
1717,22.0,24.0,verified autonomous action
1718,22.0,24.0,verified autonomous action
1719,22.0,24.0,verified autonomous action
1720,22.0,24.0,verified autonomous action
1721,22.0,24.0,verified autonomous action
1722,22.0,24.0,verified autonomous action
1723,22.0,24.0,verified autonomous action
1724,22.0,24.0,verified autonomous action
1725,22.0,24.0,verified autonomous action
1726,22.0,24.0,verified autonomous action
1727,22.0,24.0,verified autonomous action
1728,22.0,24.0,verified autonomous action
1729,22.0,24.0,verified autonomous action
1730,22.0,24.0,verified autonomous action
1731,16.7,29.4,verified autonomous action
1732,16.7,29.4,verified autonomous action
1733,16.7,29.4,verified autonomous action
1734,16.7,29.4,verified autonomous action
1735,16.7,29.4,verified autonomous action
1736,16.7,29.4,verified autonomous action
1737,16.7,29.4,verified autonomous action
1738,16.7,29.4,verified autonomous action
1739,16.7,29.4,verified autonomous action
1740,16.7,29.4,verified autonomous action
1741,16.7,29.4,verified autonomous action
1742,16.7,29.4,verified autonomous action
1743,16.7,29.4,verified autonomous action
1744,16.7,29.4,verified autonomous action
1745,16.7,29.4,verified autonomous action
1746,16.7,29.4,verified autonomous action
1747,16.7,29.4,verified autonomous action
1748,16.7,29.4,verified autonomous action
1749,16.7,29.4,verified autonomous action
1750,16.7,29.4,verified autonomous action
1751,16.7,29.4,verified autonomous action
1752,16.7,29.4,verified autonomous action
1753,16.7,29.4,verified autonomous action
1754,16.7,29.4,verified autonomous action
1755,16.7,29.4,verified autonomous action
1756,16.7,29.4,verified autonomous action
1757,16.7,29.4,verified autonomous action
1758,16.7,29.4,verified autonomous action
1759,16.7,29.4,verified autonomous action
1760,16.7,29.4,verified autonomous action
1761,16.7,29.4,verified autonomous action
1762,16.7,29.4,verified autonomous action
1763,16.7,29.4,verified autonomous action
1764,16.7,29.4,verified autonomous action
1765,16.7,29.4,verified autonomous action
1766,16.7,29.4,verified autonomous action
1767,16.7,29.4,verified autonomous action
1768,16.7,29.4,verified autonomous action
1769,16.7,29.4,verified autonomous action
1770,16.7,29.4,verified autonomous action
1771,16.7,29.4,verified autonomous action
1772,16.7,29.4,verified autonomous action
1773,16.7,29.4,verified autonomous action
1774,16.7,29.4,verified autonomous action
1775,16.7,29.4,verified autonomous action
1776,16.7,29.4,verified autonomous action
1777,16.7,29.4,verified autonomous action
1778,16.7,29.4,verified autonomous action
1779,16.7,29.4,verified autonomous action
1780,16.7,29.4,verified autonomous action
1781,16.7,29.4,verified autonomous action
1782,16.7,29.4,verified autonomous action
1783,16.7,29.4,verified autonomous action
1784,16.7,29.4,verified autonomous action
1785,16.7,29.4,verified autonomous action
1786,16.7,29.4,verified autonomous action
1787,16.7,29.4,verified autonomous action
1788,16.7,29.4,verified autonomous action
1789,22.0,24.0,verified autonomous action
1790,22.0,24.0,verified autonomous action
1791,22.0,24.0,verified autonomous action
1792,22.0,24.0,verified autonomous action
1793,22.0,24.0,verified autonomous action
1794,22.0,24.0,verified autonomous action
1795,22.0,24.0,verified autonomous action
1796,22.0,24.0,verified autonomous action
1797,22.0,24.0,verified autonomous action
1798,22.0,24.0,verified autonomous action
1799,22.0,24.0,verified autonomous action
1800,22.0,24.0,verified autonomous action
1801,22.0,24.0,verified autonomous action
1802,22.0,24.0,verified autonomous action
1803,16.7,29.4,verified autonomous action
1804,16.7,29.4,verified autonomous action
1805,16.7,29.4,verified autonomous action
1806,16.7,29.4,verified autonomous action
1807,16.7,29.4,verified autonomous action
1808,16.7,29.4,verified autonomous action
1809,16.7,29.4,verified autonomous action
1810,16.7,29.4,verified autonomous action
1811,16.7,29.4,verified autonomous action
1812,16.7,29.4,verified autonomous action
1813,16.7,29.4,verified autonomous action
1814,22.0,24.0,verified autonomous action
1815,22.0,24.0,verified autonomous action
1816,22.0,24.0,verified autonomous action
1817,22.0,24.0,verified autonomous action
1818,22.0,24.0,verified autonomous action
1819,22.0,24.0,verified autonomous action
1820,22.0,24.0,verified autonomous action
1821,22.0,24.0,verified autonomous action
1822,22.0,24.0,verified autonomous action
1823,22.0,24.0,verified autonomous action
1824,22.0,24.0,verified autonomous action
1825,22.0,24.0,verified autonomous action
1826,22.0,24.0,verified autonomous action
1827,22.0,24.0,verified autonomous action
1828,16.7,29.4,verified autonomous action
1829,16.7,29.4,verified autonomous action
1830,16.7,29.4,verified autonomous action
1831,16.7,29.4,verified autonomous action
1832,16.7,29.4,verified autonomous action
1833,16.7,29.4,verified autonomous action
1834,16.7,29.4,verified autonomous action
1835,16.7,29.4,verified autonomous action
1836,16.7,29.4,verified autonomous action
1837,16.7,29.4,verified autonomous action
1838,22.0,24.0,verified autonomous action
1839,22.0,24.0,verified autonomous action
1840,22.0,24.0,verified autonomous action
1841,22.0,24.0,verified autonomous action
1842,22.0,24.0,verified autonomous action
1843,22.0,24.0,verified autonomous action
1844,22.0,24.0,verified autonomous action
1845,22.0,24.0,verified autonomous action
1846,22.0,24.0,verified autonomous action
1847,22.0,24.0,verified autonomous action
1848,22.0,24.0,verified autonomous action
1849,22.0,24.0,verified autonomous action
1850,22.0,24.0,verified autonomous action
1851,22.0,24.0,verified autonomous action
1852,16.7,29.4,verified autonomous action
1853,16.7,29.4,verified autonomous action
1854,16.7,29.4,verified autonomous action
1855,16.7,29.4,verified autonomous action
1856,16.7,29.4,verified autonomous action
1857,16.7,29.4,verified autonomous action
1858,16.7,29.4,verified autonomous action
1859,16.7,29.4,verified autonomous action
1860,16.7,29.4,verified autonomous action
1861,16.7,29.4,verified autonomous action
1862,22.0,24.0,verified autonomous action
1863,22.0,24.0,verified autonomous action
1864,22.0,24.0,verified autonomous action
1865,22.0,24.0,verified autonomous action
1866,22.0,24.0,verified autonomous action
1867,22.0,24.0,verified autonomous action
1868,22.0,24.0,verified autonomous action
1869,22.0,24.0,verified autonomous action
1870,22.0,24.0,verified autonomous action
1871,22.0,24.0,verified autonomous action
1872,22.0,24.0,verified autonomous action
1873,22.0,24.0,verified autonomous action
1874,22.0,24.0,verified autonomous action
1875,22.0,24.0,verified autonomous action
1876,16.7,29.4,verified autonomous action
1877,16.7,29.4,verified autonomous action
1878,16.7,29.4,verified autonomous action
1879,16.7,29.4,verified autonomous action
1880,16.7,29.4,verified autonomous action
1881,16.7,29.4,verified autonomous action
1882,16.7,29.4,verified autonomous action
1883,16.7,29.4,verified autonomous action
1884,16.7,29.4,verified autonomous action
1885,16.7,29.4,verified autonomous action
1886,22.0,24.0,verified autonomous action
1887,22.0,24.0,verified autonomous action
1888,22.0,24.0,verified autonomous action
1889,22.0,24.0,verified autonomous action
1890,22.0,24.0,verified autonomous action
1891,22.0,24.0,verified autonomous action
1892,22.0,24.0,verified autonomous action
1893,22.0,24.0,verified autonomous action
1894,22.0,24.0,verified autonomous action
1895,22.0,24.0,verified autonomous action
1896,22.0,24.0,verified autonomous action
1897,22.0,24.0,verified autonomous action
1898,22.0,24.0,verified autonomous action
1899,22.0,24.0,verified autonomous action
1900,16.7,29.4,verified autonomous action
1901,16.7,29.4,verified autonomous action
1902,16.7,29.4,verified autonomous action
1903,16.7,29.4,verified autonomous action
1904,16.7,29.4,verified autonomous action
1905,16.7,29.4,verified autonomous action
1906,16.7,29.4,verified autonomous action
1907,16.7,29.4,verified autonomous action
1908,16.7,29.4,verified autonomous action
1909,16.7,29.4,verified autonomous action
1910,16.7,29.4,verified autonomous action
1911,16.7,29.4,verified autonomous action
1912,16.7,29.4,verified autonomous action
1913,16.7,29.4,verified autonomous action
1914,16.7,29.4,verified autonomous action
1915,16.7,29.4,verified autonomous action
1916,16.7,29.4,verified autonomous action
1917,16.7,29.4,verified autonomous action
1918,16.7,29.4,verified autonomous action
1919,16.7,29.4,verified autonomous action
1920,16.7,29.4,verified autonomous action
1921,16.7,29.4,verified autonomous action
1922,16.7,29.4,verified autonomous action
1923,16.7,29.4,verified autonomous action
1924,16.7,29.4,verified autonomous action
1925,16.7,29.4,verified autonomous action
1926,16.7,29.4,verified autonomous action
1927,16.7,29.4,verified autonomous action
1928,16.7,29.4,verified autonomous action
1929,16.7,29.4,verified autonomous action
1930,16.7,29.4,verified autonomous action
1931,16.7,29.4,verified autonomous action
1932,16.7,29.4,verified autonomous action
1933,16.7,29.4,verified autonomous action
1934,16.7,29.4,verified autonomous action
1935,16.7,29.4,verified autonomous action
1936,16.7,29.4,verified autonomous action
1937,16.7,29.4,verified autonomous action
1938,16.7,29.4,verified autonomous action
1939,16.7,29.4,verified autonomous action
1940,16.7,29.4,verified autonomous action
1941,16.7,29.4,verified autonomous action
1942,16.7,29.4,verified autonomous action
1943,16.7,29.4,verified autonomous action
1944,16.7,29.4,verified autonomous action
1945,16.7,29.4,verified autonomous action
1946,16.7,29.4,verified autonomous action
1947,16.7,29.4,verified autonomous action
1948,16.7,29.4,verified autonomous action
1949,16.7,29.4,verified autonomous action
1950,16.7,29.4,verified autonomous action
1951,16.7,29.4,verified autonomous action
1952,16.7,29.4,verified autonomous action
1953,16.7,29.4,verified autonomous action
1954,16.7,29.4,verified autonomous action
1955,16.7,29.4,verified autonomous action
1956,16.7,29.4,verified autonomous action
1957,16.7,29.4,verified autonomous action
1958,22.0,24.0,verified autonomous action
1959,22.0,24.0,verified autonomous action
1960,22.0,24.0,verified autonomous action
1961,22.0,24.0,verified autonomous action
1962,22.0,24.0,verified autonomous action
1963,22.0,24.0,verified autonomous action
1964,22.0,24.0,verified autonomous action
1965,22.0,24.0,verified autonomous action
1966,22.0,24.0,verified autonomous action
1967,22.0,24.0,verified autonomous action
1968,22.0,24.0,verified autonomous action
1969,22.0,24.0,verified autonomous action
1970,22.0,24.0,verified autonomous action
1971,22.0,24.0,verified autonomous action
1972,16.7,29.4,verified autonomous action
1973,16.7,29.4,verified autonomous action
1974,16.7,29.4,verified autonomous action
1975,16.7,29.4,verified autonomous action
1976,16.7,29.4,verified autonomous action
1977,16.7,29.4,verified autonomous action
1978,16.7,29.4,verified autonomous action
1979,16.7,29.4,verified autonomous action
1980,16.7,29.4,verified autonomous action
1981,16.7,29.4,verified autonomous action
1982,16.7,29.4,verified autonomous action
1983,22.0,24.0,verified autonomous action
1984,22.0,24.0,verified autonomous action
1985,22.0,24.0,verified autonomous action
1986,22.0,24.0,verified autonomous action
1987,22.0,24.0,verified autonomous action
1988,22.0,24.0,verified autonomous action
1989,22.0,24.0,verified autonomous action
1990,22.0,24.0,verified autonomous action
1991,22.0,24.0,verified autonomous action
1992,22.0,24.0,verified autonomous action
1993,22.0,24.0,verified autonomous action
1994,22.0,24.0,verified autonomous action
1995,22.0,24.0,verified autonomous action
1996,22.0,24.0,verified autonomous action
1997,16.7,29.4,verified autonomous action
1998,16.7,29.4,verified autonomous action
1999,16.7,29.4,verified autonomous action
2000,16.7,29.4,verified autonomous action
2001,16.7,29.4,verified autonomous action
2002,16.7,29.4,verified autonomous action
2003,16.7,29.4,verified autonomous action
2004,16.7,29.4,verified autonomous action
2005,16.7,29.4,verified autonomous action
2006,16.7,29.4,verified autonomous action
2007,22.0,24.0,verified autonomous action
2008,22.0,24.0,verified autonomous action
2009,22.0,24.0,verified autonomous action
2010,22.0,24.0,verified autonomous action
2011,22.0,24.0,verified autonomous action
2012,22.0,24.0,verified autonomous action
2013,22.0,24.0,verified autonomous action
2014,22.0,24.0,verified autonomous action
2015,22.0,24.0,verified autonomous action
2016,22.0,24.0,verified autonomous action
2017,22.0,24.0,verified autonomous action
2018,22.0,24.0,verified autonomous action
2019,22.0,24.0,verified autonomous action
2020,22.0,24.0,verified autonomous action
2021,16.7,29.4,verified autonomous action
2022,16.7,29.4,verified autonomous action
2023,16.7,29.4,verified autonomous action
2024,16.7,29.4,verified autonomous action
2025,16.7,29.4,verified autonomous action
2026,16.7,29.4,verified autonomous action
2027,16.7,29.4,verified autonomous action
2028,16.7,29.4,verified autonomous action
2029,16.7,29.4,verified autonomous action
2030,16.7,29.4,verified autonomous action
2031,22.0,24.0,verified autonomous action
2032,22.0,24.0,verified autonomous action
2033,22.0,24.0,verified autonomous action
2034,22.0,24.0,verified autonomous action
2035,22.0,24.0,verified autonomous action
2036,22.0,24.0,verified autonomous action
2037,22.0,24.0,verified autonomous action
2038,22.0,24.0,verified autonomous action
2039,22.0,24.0,verified autonomous action
2040,22.0,24.0,verified autonomous action
2041,22.0,24.0,verified autonomous action
2042,22.0,24.0,verified autonomous action
2043,22.0,24.0,verified autonomous action
2044,22.0,24.0,verified autonomous action
2045,16.7,29.4,verified autonomous action
2046,16.7,29.4,verified autonomous action
2047,16.7,29.4,verified autonomous action
2048,16.7,29.4,verified autonomous action
2049,16.7,29.4,verified autonomous action
2050,16.7,29.4,verified autonomous action
2051,16.7,29.4,verified autonomous action
2052,16.7,29.4,verified autonomous action
2053,16.7,29.4,verified autonomous action
2054,16.7,29.4,verified autonomous action
2055,22.0,24.0,verified autonomous action
2056,22.0,24.0,verified autonomous action
2057,22.0,24.0,verified autonomous action
2058,22.0,24.0,verified autonomous action
2059,22.0,24.0,verified autonomous action
2060,22.0,24.0,verified autonomous action
2061,22.0,24.0,verified autonomous action
2062,22.0,24.0,verified autonomous action
2063,22.0,24.0,verified autonomous action
2064,22.0,24.0,verified autonomous action
2065,22.0,24.0,verified autonomous action
2066,22.0,24.0,verified autonomous action
2067,22.0,24.0,verified autonomous action
2068,22.0,24.0,verified autonomous action
2069,16.7,29.4,verified autonomous action
2070,16.7,29.4,verified autonomous action
2071,16.7,29.4,verified autonomous action
2072,16.7,29.4,verified autonomous action
2073,16.7,29.4,verified autonomous action
2074,16.7,29.4,verified autonomous action
2075,16.7,29.4,verified autonomous action
2076,16.7,29.4,verified autonomous action
2077,16.7,29.4,verified autonomous action
2078,16.7,29.4,verified autonomous action
2079,16.7,29.4,verified autonomous action
2080,16.7,29.4,verified autonomous action
2081,16.7,29.4,verified autonomous action
2082,16.7,29.4,verified autonomous action
2083,16.7,29.4,verified autonomous action
2084,16.7,29.4,verified autonomous action
2085,16.7,29.4,verified autonomous action
2086,16.7,29.4,verified autonomous action
2087,16.7,29.4,verified autonomous action
2088,16.7,29.4,verified autonomous action
2089,16.7,29.4,verified autonomous action
2090,16.7,29.4,verified autonomous action
2091,16.7,29.4,verified autonomous action
2092,16.7,29.4,verified autonomous action
2093,16.7,29.4,verified autonomous action
2094,16.7,29.4,verified autonomous action
2095,16.7,29.4,verified autonomous action
2096,16.7,29.4,verified autonomous action
2097,16.7,29.4,verified autonomous action
2098,16.7,29.4,verified autonomous action
2099,16.7,29.4,verified autonomous action
2100,16.7,29.4,verified autonomous action
2101,16.7,29.4,verified autonomous action
2102,16.7,29.4,verified autonomous action
2103,16.7,29.4,verified autonomous action
2104,16.7,29.4,verified autonomous action
2105,16.7,29.4,verified autonomous action
2106,16.7,29.4,verified autonomous action
2107,16.7,29.4,verified autonomous action
2108,16.7,29.4,verified autonomous action
2109,16.7,29.4,verified autonomous action
2110,16.7,29.4,verified autonomous action
2111,16.7,29.4,verified autonomous action
2112,16.7,29.4,verified autonomous action
2113,16.7,29.4,verified autonomous action
2114,16.7,29.4,verified autonomous action
2115,16.7,29.4,verified autonomous action
2116,16.7,29.4,verified autonomous action
2117,16.7,29.4,verified autonomous action
2118,16.7,29.4,verified autonomous action
2119,16.7,29.4,verified autonomous action
2120,16.7,29.4,verified autonomous action
2121,16.7,29.4,verified autonomous action
2122,16.7,29.4,verified autonomous action
2123,16.7,29.4,verified autonomous action
2124,16.7,29.4,verified autonomous action
2125,16.7,29.4,verified autonomous action
2126,16.7,29.4,verified autonomous action
2127,22.0,24.0,verified autonomous action
2128,22.0,24.0,verified autonomous action
2129,22.0,24.0,verified autonomous action
2130,22.0,24.0,verified autonomous action
2131,22.0,24.0,verified autonomous action
2132,22.0,24.0,verified autonomous action
2133,22.0,24.0,verified autonomous action
2134,22.0,24.0,verified autonomous action
2135,22.0,24.0,verified autonomous action
2136,22.0,24.0,verified autonomous action
2137,22.0,24.0,verified autonomous action
2138,22.0,24.0,verified autonomous action
2139,22.0,24.0,verified autonomous action
2140,22.0,24.0,verified autonomous action
2141,16.7,29.4,verified autonomous action
2142,16.7,29.4,verified autonomous action
2143,16.7,29.4,verified autonomous action
2144,16.7,29.4,verified autonomous action
2145,16.7,29.4,verified autonomous action
2146,16.7,29.4,verified autonomous action
2147,16.7,29.4,verified autonomous action
2148,16.7,29.4,verified autonomous action
2149,16.7,29.4,verified autonomous action
2150,16.7,29.4,verified autonomous action
2151,16.7,29.4,verified autonomous action
2152,22.0,24.0,verified autonomous action
2153,22.0,24.0,verified autonomous action
2154,22.0,24.0,verified autonomous action
2155,22.0,24.0,verified autonomous action
2156,22.0,24.0,verified autonomous action
2157,22.0,24.0,verified autonomous action
2158,22.0,24.0,verified autonomous action
2159,22.0,24.0,verified autonomous action
2160,22.0,24.0,verified autonomous action
2161,22.0,24.0,verified autonomous action
2162,22.0,24.0,verified autonomous action
2163,22.0,24.0,verified autonomous action
2164,22.0,24.0,verified autonomous action
2165,22.0,24.0,verified autonomous action
2166,16.7,29.4,verified autonomous action
2167,16.7,29.4,verified autonomous action
2168,16.7,29.4,verified autonomous action
2169,16.7,29.4,verified autonomous action
2170,16.7,29.4,verified autonomous action
2171,16.7,29.4,verified autonomous action
2172,16.7,29.4,verified autonomous action
2173,16.7,29.4,verified autonomous action
2174,16.7,29.4,verified autonomous action
2175,16.7,29.4,verified autonomous action
2176,22.0,24.0,verified autonomous action
2177,22.0,24.0,verified autonomous action
2178,22.0,24.0,verified autonomous action
2179,22.0,24.0,verified autonomous action
2180,22.0,24.0,verified autonomous action
2181,22.0,24.0,verified autonomous action
2182,22.0,24.0,verified autonomous action
2183,22.0,24.0,verified autonomous action
2184,22.0,24.0,verified autonomous action
2185,22.0,24.0,verified autonomous action
2186,22.0,24.0,verified autonomous action
2187,22.0,24.0,verified autonomous action
2188,22.0,24.0,verified autonomous action
2189,22.0,24.0,verified autonomous action
2190,16.7,29.4,verified autonomous action
2191,16.7,29.4,verified autonomous action
2192,16.7,29.4,verified autonomous action
2193,16.7,29.4,verified autonomous action
2194,16.7,29.4,verified autonomous action
2195,16.7,29.4,verified autonomous action
2196,16.7,29.4,verified autonomous action
2197,16.7,29.4,verified autonomous action
2198,16.7,29.4,verified autonomous action
2199,16.7,29.4,verified autonomous action
2200,22.0,24.0,verified autonomous action
2201,22.0,24.0,verified autonomous action
2202,22.0,24.0,verified autonomous action
2203,22.0,24.0,verified autonomous action
2204,22.0,24.0,verified autonomous action
2205,22.0,24.0,verified autonomous action
2206,22.0,24.0,verified autonomous action
2207,22.0,24.0,verified autonomous action
2208,22.0,24.0,verified autonomous action
2209,22.0,24.0,verified autonomous action
2210,22.0,24.0,verified autonomous action
2211,22.0,24.0,verified autonomous action
2212,22.0,24.0,verified autonomous action
2213,22.0,24.0,verified autonomous action
2214,16.7,29.4,verified autonomous action
2215,16.7,29.4,verified autonomous action
2216,16.7,29.4,verified autonomous action
2217,16.7,29.4,verified autonomous action
2218,16.7,29.4,verified autonomous action
2219,16.7,29.4,verified autonomous action
2220,16.7,29.4,verified autonomous action
2221,16.7,29.4,verified autonomous action
2222,16.7,29.4,verified autonomous action
2223,16.7,29.4,verified autonomous action
2224,22.0,24.0,verified autonomous action
2225,22.0,24.0,verified autonomous action
2226,22.0,24.0,verified autonomous action
2227,22.0,24.0,verified autonomous action
2228,22.0,24.0,verified autonomous action
2229,22.0,24.0,verified autonomous action
2230,22.0,24.0,verified autonomous action
2231,22.0,24.0,verified autonomous action
2232,22.0,24.0,verified autonomous action
2233,22.0,24.0,verified autonomous action
2234,22.0,24.0,verified autonomous action
2235,22.0,24.0,verified autonomous action
2236,22.0,24.0,verified autonomous action
2237,22.0,24.0,verified autonomous action
2238,16.7,29.4,verified autonomous action
2239,16.7,29.4,verified autonomous action
2240,16.7,29.4,verified autonomous action
2241,16.7,29.4,verified autonomous action
2242,16.7,29.4,verified autonomous action
2243,16.7,29.4,verified autonomous action
2244,16.7,29.4,verified autonomous action
2245,16.7,29.4,verified autonomous action
2246,16.7,29.4,verified autonomous action
2247,16.7,29.4,verified autonomous action
2248,16.7,29.4,verified autonomous action
2249,16.7,29.4,verified autonomous action
2250,16.7,29.4,verified autonomous action
2251,16.7,29.4,verified autonomous action
2252,16.7,29.4,verified autonomous action
