hour,heating_c,cooling_c,reason
772,16.7,29.4,verified autonomous action
773,16.7,29.4,verified autonomous action
774,16.7,29.4,verified autonomous action
775,22.0,24.0,verified autonomous action
776,22.0,24.0,verified autonomous action
777,22.0,24.0,verified autonomous action
778,22.0,24.0,verified autonomous action
779,22.0,24.0,verified autonomous action
780,22.0,24.0,verified autonomous action
781,22.0,24.0,verified autonomous action
782,22.0,24.0,verified autonomous action
783,22.0,24.0,verified autonomous action
784,22.0,24.0,verified autonomous action
785,22.0,24.0,verified autonomous action
786,22.0,24.0,verified autonomous action
787,22.0,24.0,verified autonomous action
788,22.0,24.0,verified autonomous action
789,16.7,29.4,verified autonomous action
790,16.7,29.4,verified autonomous action
791,16.7,29.4,verified autonomous action
792,16.7,29.4,verified autonomous action
793,16.7,29.4,verified autonomous action
794,16.7,29.4,verified autonomous action
795,16.7,29.4,verified autonomous action
796,16.7,29.4,verified autonomous action
797,16.7,29.4,verified autonomous action
798,16.7,29.4,verified autonomous action
799,16.7,29.4,verified autonomous action
800,22.0,24.0,verified autonomous action
801,22.0,24.0,verified autonomous action
802,22.0,24.0,verified autonomous action
803,22.0,24.0,verified autonomous action
804,22.0,24.0,verified autonomous action
805,22.0,24.0,verified autonomous action
806,22.0,24.0,verified autonomous action
807,22.0,24.0,verified autonomous action
808,22.0,24.0,verified autonomous action
809,22.0,24.0,verified autonomous action
810,22.0,24.0,verified autonomous action
811,22.0,24.0,verified autonomous action
812,22.0,24.0,verified autonomous action
813,22.0,24.0,verified autonomous action
814,16.7,29.4,verified autonomous action
815,16.7,29.4,verified autonomous action
816,16.7,29.4,verified autonomous action
817,16.7,29.4,verified autonomous action
818,16.7,29.4,verified autonomous action
819,16.7,29.4,verified autonomous action
820,16.7,29.4,verified autonomous action
821,16.7,29.4,verified autonomous action
822,16.7,29.4,verified autonomous action
823,16.7,29.4,verified autonomous action
824,22.0,24.0,verified autonomous action
825,22.0,24.0,verified autonomous action
826,22.0,24.0,verified autonomous action
827,22.0,24.0,verified autonomous action
828,22.0,24.0,verified autonomous action
829,22.0,24.0,verified autonomous action
830,22.0,24.0,verified autonomous action
831,22.0,24.0,verified autonomous action
832,22.0,24.0,verified autonomous action
833,22.0,24.0,verified autonomous action
834,22.0,24.0,verified autonomous action
835,22.0,24.0,verified autonomous action
836,22.0,24.0,verified autonomous action
837,22.0,24.0,verified autonomous action
838,16.7,29.4,verified autonomous action
839,16.7,29.4,verified autonomous action
840,16.7,29.4,verified autonomous action
841,16.7,29.4,verified autonomous action
842,16.7,29.4,verified autonomous action
843,16.7,29.4,verified autonomous action
844,16.7,29.4,verified autonomous action
845,16.7,29.4,verified autonomous action
846,16.7,29.4,verified autonomous action
847,16.7,29.4,verified autonomous action
848,22.0,24.0,verified autonomous action
849,22.0,24.0,verified autonomous action
850,22.0,24.0,verified autonomous action
851,22.0,24.0,verified autonomous action
852,22.0,24.0,verified autonomous action
853,22.0,24.0,verified autonomous action
854,22.0,24.0,verified autonomous action
855,22.0,24.0,verified autonomous action
856,22.0,24.0,verified autonomous action
857,22.0,24.0,verified autonomous action
858,22.0,24.0,verified autonomous action
859,22.0,24.0,verified autonomous action
860,22.0,24.0,verified autonomous action
861,22.0,24.0,verified autonomous action
862,16.7,29.4,verified autonomous action
863,16.7,29.4,verified autonomous action
864,16.7,29.4,verified autonomous action
865,16.7,29.4,verified autonomous action
866,16.7,29.4,verified autonomous action
867,16.7,29.4,verified autonomous action
868,16.7,29.4,verified autonomous action
869,16.7,29.4,verified autonomous action
870,16.7,29.4,verified autonomous action
871,16.7,29.4,verified autonomous action
872,22.0,24.0,verified autonomous action
873,22.0,24.0,verified autonomous action
874,22.0,24.0,verified autonomous action
875,22.0,24.0,verified autonomous action
876,22.0,24.0,verified autonomous action
877,22.0,24.0,verified autonomous action
878,22.0,24.0,verified autonomous action
879,22.0,24.0,verified autonomous action
880,22.0,24.0,verified autonomous action
881,22.0,24.0,verified autonomous action
882,22.0,24.0,verified autonomous action
883,22.0,24.0,verified autonomous action
884,22.0,24.0,verified autonomous action
885,22.0,24.0,verified autonomous action
886,16.7,29.4,verified autonomous action
887,16.7,29.4,verified autonomous action
888,16.7,29.4,verified autonomous action
889,16.7,29.4,verified autonomous action
890,16.7,29.4,verified autonomous action
891,16.7,29.4,verified autonomous action
892,16.7,29.4,verified autonomous action
893,16.7,29.4,verified autonomous action
894,16.7,29.4,verified autonomous action
895,16.7,29.4,verified autonomous action
896,16.7,29.4,verified autonomous action
897,16.7,29.4,verified autonomous action
898,16.7,29.4,verified autonomous action
899,16.7,29.4,verified autonomous action
900,16.7,29.4,verified autonomous action
901,16.7,29.4,verified autonomous action
902,16.7,29.4,verified autonomous action
903,16.7,29.4,verified autonomous action
904,16.7,29.4,verified autonomous action
905,16.7,29.4,verified autonomous action
906,16.7,29.4,verified autonomous action
907,16.7,29.4,verified autonomous action
908,16.7,29.4,verified autonomous action
909,16.7,29.4,verified autonomous action
910,16.7,29.4,verified autonomous action
911,16.7,29.4,verified autonomous action
912,16.7,29.4,verified autonomous action
913,16.7,29.4,verified autonomous action
914,16.7,29.4,verified autonomous action
915,16.7,29.4,verified autonomous action
916,16.7,29.4,verified autonomous action
917,16.7,29.4,verified autonomous action
918,16.7,29.4,verified autonomous action
919,16.7,29.4,verified autonomous action
920,16.7,29.4,verified autonomous action
921,16.7,29.4,verified autonomous action
922,16.7,29.4,verified autonomous action
923,16.7,29.4,verified autonomous action
924,16.7,29.4,verified autonomous action
925,16.7,29.4,verified autonomous action
926,16.7,29.4,verified autonomous action
927,16.7,29.4,verified autonomous action
928,16.7,29.4,verified autonomous action
929,16.7,29.4,verified autonomous action
930,16.7,29.4,verified autonomous action
931,16.7,29.4,verified autonomous action
932,16.7,29.4,verified autonomous action
933,16.7,29.4,verified autonomous action
934,16.7,29.4,verified autonomous action
935,16.7,29.4,verified autonomous action
936,16.7,29.4,verified autonomous action
937,16.7,29.4,verified autonomous action
938,16.7,29.4,verified autonomous action
939,16.7,29.4,verified autonomous action
940,16.7,29.4,verified autonomous action
941,16.7,29.4,verified autonomous action
942,16.7,29.4,verified autonomous action
943,16.7,29.4,verified autonomous action
944,22.0,24.0,verified autonomous action
945,22.0,24.0,verified autonomous action
946,22.0,24.0,verified autonomous action
947,22.0,24.0,verified autonomous action
948,22.0,24.0,verified autonomous action
949,22.0,24.0,verified autonomous action
950,22.0,24.0,verified autonomous action
951,22.0,24.0,verified autonomous action
952,22.0,24.0,verified autonomous action
953,22.0,24.0,verified autonomous action
954,22.0,24.0,verified autonomous action
955,22.0,24.0,verified autonomous action
956,22.0,24.0,verified autonomous action
957,22.0,24.0,verified autonomous action
958,16.7,29.4,verified autonomous action
959,16.7,29.4,verified autonomous action
960,16.7,29.4,verified autonomous action
961,16.7,29.4,verified autonomous action
962,16.7,29.4,verified autonomous action
963,16.7,29.4,verified autonomous action
964,16.7,29.4,verified autonomous action
965,16.7,29.4,verified autonomous action
966,16.7,29.4,verified autonomous action
967,16.7,29.4,verified autonomous action
968,16.7,29.4,verified autonomous action
969,22.0,24.0,verified autonomous action
970,22.0,24.0,verified autonomous action
971,22.0,24.0,verified autonomous action
972,22.0,24.0,verified autonomous action
973,22.0,24.0,verified autonomous action
974,22.0,24.0,verified autonomous action
975,22.0,24.0,verified autonomous action
976,22.0,24.0,verified autonomous action
977,22.0,24.0,verified autonomous action
978,22.0,24.0,verified autonomous action
979,22.0,24.0,verified autonomous action
980,22.0,24.0,verified autonomous action
981,22.0,24.0,verified autonomous action
982,22.0,24.0,verified autonomous action
983,16.7,29.4,verified autonomous action
984,16.7,29.4,verified autonomous action
985,16.7,29.4,verified autonomous action
986,16.7,29.4,verified autonomous action
987,16.7,29.4,verified autonomous action
988,16.7,29.4,verified autonomous action
989,16.7,29.4,verified autonomous action
990,16.7,29.4,verified autonomous action
991,16.7,29.4,verified autonomous action
992,16.7,29.4,verified autonomous action
993,22.0,24.0,verified autonomous action
994,22.0,24.0,verified autonomous action
995,22.0,24.0,verified autonomous action
996,22.0,24.0,verified autonomous action
997,22.0,24.0,verified autonomous action
998,22.0,24.0,verified autonomous action
999,22.0,24.0,verified autonomous action
1000,22.0,24.0,verified autonomous action
1001,22.0,24.0,verified autonomous action
1002,22.0,24.0,verified autonomous action
1003,22.0,24.0,verified autonomous action
1004,22.0,24.0,verified autonomous action
1005,22.0,24.0,verified autonomous action
1006,22.0,24.0,verified autonomous action
1007,16.7,29.4,verified autonomous action
1008,16.7,29.4,verified autonomous action
1009,16.7,29.4,verified autonomous action
1010,16.7,29.4,verified autonomous action
1011,16.7,29.4,verified autonomous action
1012,16.7,29.4,verified autonomous action
1013,16.7,29.4,verified autonomous action
1014,16.7,29.4,verified autonomous action
1015,16.7,29.4,verified autonomous action
1016,16.7,29.4,verified autonomous action
1017,22.0,24.0,verified autonomous action
1018,22.0,24.0,verified autonomous action
1019,22.0,24.0,verified autonomous action
1020,22.0,24.0,verified autonomous action
1021,22.0,24.0,verified autonomous action
1022,22.0,24.0,verified autonomous action
1023,22.0,24.0,verified autonomous action
1024,22.0,24.0,verified autonomous action
1025,22.0,24.0,verified autonomous action
1026,22.0,24.0,verified autonomous action
1027,22.0,24.0,verified autonomous action
1028,22.0,24.0,verified autonomous action
1029,22.0,24.0,verified autonomous action
1030,22.0,24.0,verified autonomous action
1031,16.7,29.4,verified autonomous action
1032,16.7,29.4,verified autonomous action
1033,16.7,29.4,verified autonomous action
1034,16.7,29.4,verified autonomous action
1035,16.7,29.4,verified autonomous action
1036,16.7,29.4,verified autonomous action
1037,16.7,29.4,verified autonomous action
1038,16.7,29.4,verified autonomous action
1039,16.7,29.4,verified autonomous action
1040,16.7,29.4,verified autonomous action
1041,22.0,24.0,verified autonomous action
1042,22.0,24.0,verified autonomous action
1043,22.0,24.0,verified autonomous action
1044,22.0,24.0,verified autonomous action
1045,22.0,24.0,verified autonomous action
1046,22.0,24.0,verified autonomous action
1047,22.0,24.0,verified autonomous action
1048,22.0,24.0,verified autonomous action
1049,22.0,24.0,verified autonomous action
1050,22.0,24.0,verified autonomous action
1051,22.0,24.0,verified autonomous action
1052,22.0,24.0,verified autonomous action
1053,22.0,24.0,verified autonomous action
1054,22.0,24.0,verified autonomous action
1055,16.7,29.4,verified autonomous action
1056,16.7,29.4,verified autonomous action
1057,16.7,29.4,verified autonomous action
1058,16.7,29.4,verified autonomous action
1059,16.7,29.4,verified autonomous action
1060,16.7,29.4,verified autonomous action
1061,16.7,29.4,verified autonomous action
1062,16.7,29.4,verified autonomous action
1063,16.7,29.4,verified autonomous action
1064,16.7,29.4,verified autonomous action
1065,16.7,29.4,verified autonomous action
1066,16.7,29.4,verified autonomous action
1067,16.7,29.4,verified autonomous action
1068,16.7,29.4,verified autonomous action
1069,16.7,29.4,verified autonomous action
1070,16.7,29.4,verified autonomous action
1071,16.7,29.4,verified autonomous action
1072,16.7,29.4,verified autonomous action
1073,16.7,29.4,verified autonomous action
1074,16.7,29.4,verified autonomous action
1075,16.7,29.4,verified autonomous action
1076,16.7,29.4,verified autonomous action
1077,16.7,29.4,verified autonomous action
1078,16.7,29.4,verified autonomous action
1079,16.7,29.4,verified autonomous action
1080,16.7,29.4,verified autonomous action
1081,16.7,29.4,verified autonomous action
1082,16.7,29.4,verified autonomous action
1083,16.7,29.4,verified autonomous action
1084,16.7,29.4,verified autonomous action
1085,16.7,29.4,verified autonomous action
1086,16.7,29.4,verified autonomous action
1087,16.7,29.4,verified autonomous action
1088,16.7,29.4,verified autonomous action
1089,16.7,29.4,verified autonomous action
1090,16.7,29.4,verified autonomous action
1091,16.7,29.4,verified autonomous action
1092,16.7,29.4,verified autonomous action
1093,16.7,29.4,verified autonomous action
1094,16.7,29.4,verified autonomous action
1095,16.7,29.4,verified autonomous action
1096,16.7,29.4,verified autonomous action
1097,16.7,29.4,verified autonomous action
